Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Dividend yield,From 52w high,Down from 52w high,Up from 52w low,Return over 1year
Sandur Manganese,504918,SANDUMA,Mining / Minerals / Metals,524.6,8500.35,0.16,0.85,14.56,167.19,158.97
Gujchem Distill,506640,,Trading,185.64,66.26,0,1,0,309.62,159.05
Amba Enterprises,539196,,Electric Equipment,169.4,214.45,0.18,0.92,7.78,166.31,159.71
Haryana Capfin,532855,,Finance & Investments,175,91.17,0,0.85,15.46,191.42,159.91
Agni Green,,AGNI,Electric Equipment,52.1,101.75,0,0.62,38.49,163.8,160
Walchan. Inds.,507410,WALCHANNAG,Engineering,210.35,1165.5,0,0.78,21.76,173.18,160.54
Sar Auto Prod.,538992,,Auto Ancillaries,2290,1091.12,0,0.91,8.74,162.87,160.8
Jyoti,504076,,Electric Equipment,70.8,163.5,0,0.77,23.2,166.97,161.47
KPT Industries,505299,,Engineering,810,275.41,0.19,0.87,12.62,203.03,161.84
Bombay Cycle,501430,,Diversified - Medium / Small,1838,73.52,0.26,0.74,25.71,193.82,162.12
Rander Corpn.,531228,,Finance & Investments,12.58,15.52,0,0.93,6.88,167.09,162.37
Niks Technology,543282,,Computers - Software - Medium / Small,551.15,23.42,0,0.95,5,,162.45
BF Utilities,532430,BFUTILITIE,Power Generation And Supply,908.35,3420.87,0,0.89,10.6,152.53,162.57
Avance Tech.,512149,,Trading,0.91,180.36,0,0.53,46.78,279.17,162.86
Filtra Consult.,539098,,Trading,98,80.58,3.06,0.76,24.03,203.88,163.16
Millen. Online,511187,,Trading,3.55,17.76,0,0.84,16.27,170.99,163.36
Asian Energy,530355,ASIANENE,Oil Drilling / Allied Services,275.1,1125.78,0,0.8,20.15,166.83,163.37
Himadri Special,500184,HSCL,Chemicals,333.05,16409.95,0.15,0.83,16.53,165.38,163.6
Forbes & Co,502865,,Engineering,642,828.16,0,0.81,19.37,175.74,163.62
TCI Finance,501242,TCIFINANCE,Finance & Investments,7.25,9.33,0,1,0,168.52,163.64
Skipper,538562,SKIPPER,Engineering,298.25,3213.83,0.03,0.74,25.62,170.52,164.05
Gensol Engineer.,542851,GENSOL,Engineering - Turnkey Services,918.45,3478.34,0,0.67,33.31,194.38,164.31
Sigachi Indust.,543389,SIGACHI,Pharmaceuticals - Indian - Bulk Drugs & Formln,64.05,2071.89,0.16,0.67,33.24,167.43,164.83
Inland Printers,530787,,Printing & Stationery,103.86,51.34,0,1,0,440.09,164.84
Prakash Industri,506022,PRAKASH,Steel - Medium / Small,162.1,2902.97,0,0.72,27.54,169.45,165.02
Atishay,538713,,Computers - Software - Medium / Small,90.31,99.17,0,0.9,9.62,201.03,165.49
Zomato Ltd,543320,ZOMATO,Miscellaneous,178.9,157785.94,0,0.86,13.7,157.78,165.78
Jubilant Inds.,533320,JUBLINDS,Chemicals,1286.15,1937.86,0,0.88,12.08,182.58,166.21
Maan Aluminium,532906,MAANALU,Aluminium and Aluminium Products,131.85,713.09,0.56,0.75,24.87,164.28,166.43
Shahi Shipping,526508,,Shipping,11.82,17.12,0,1,0,181.43,166.44
Northlink Fiscal,539110,,Finance & Investments,31.6,16.59,0,0.83,17.28,153.82,166.44
Dynacons Sys.,532365,DSSL,Computers - Software - Medium / Small,1200,1530.81,0.04,0.82,18.3,168.1,166.96
Somi Conv.Belt.,533001,SOMICONVEY,Miscellaneous,136.2,160.46,0,0.87,12.69,171.31,167.69
Inox Green,543667,INOXGREEN,Engineering - Turnkey Services,133.4,3916.7,0,0.84,15.73,180.84,167.84
Abhishek Integr.,,AILIMITED,Construction,55,33.12,0,0.86,13.93,155.81,168.29
Lloyds Engineeri,539992,LLOYDSENGG,Engineering,64.92,7431.04,0.17,0.89,11.36,189.05,168.41
R M Drip & Sprin,,RMDRIP,Plastics Products,130.85,197.31,0,0.88,12.24,235.94,168.41
Balu Forge,531112,BALUFORGE,Castings & Forgings,285.3,2927,0,0.88,12.05,176.19,168.52
Envair Electrody,500246,,Engineering,176.45,81.87,0,0.64,35.67,193.06,168.61
Atlantaa,532759,ATLANTAA,Engineering - Turnkey Services,37.84,308.4,0,0.98,2.35,205.16,168.66
Concord Control,543619,,Electric Equipment,705,421.74,0,0.71,29.5,183.13,169.34
21st Cent. Mgmt.,526921,21STCENMGM,Finance & Investments,51.42,53.99,0,0.93,6.76,202.47,169.55
Omax Autos,520021,OMAXAUTO,Auto Ancillaries,140.3,300.1,0.72,0.96,4.07,186.33,169.6
I O B,532388,IOB,Banks - Public Sector,68.6,129670.52,0,0.82,18.14,190.55,169.66
Brahmaputra Inf.,535693,,Construction,86.85,252.02,0,0.91,9.19,175.71,169.75
Urja Global,526987,URJA,Automobiles - Motorcycles / Mopeds,20.92,1099.29,0,0.5,50,166.84,169.87
Ambo Agritec,543678,,Solvent Extraction,70.52,66.25,0,0.83,17.04,208.22,169.93
Kirl. Brothers,500241,KIRLOSBROS,Pumps,1720.15,13659.54,0.26,0.89,10.64,210.27,170.02
Naapbooks,543351,,Computers - Software - Medium / Small,70.6,63.69,,0.73,26.63,186.88,170.48
Yamuna Syndicate,540980,,Trading,30999.9,952.84,1.04,0.93,7.32,189.69,170.49
Esha Media,531259,,Miscellaneous,11.05,8.62,0,1,0,291.84,171
Aurionpro Sol.,532668,AURIONPRO,Computers - Software - Medium / Small,2185.05,6032.18,0.11,0.78,21.95,187.24,171.02
Automotive Stamp,520119,ASAL,Auto Ancillaries,862,1367.13,0,0.9,9.87,180.01,171.61
Madhusudan Inds.,515059,,Miscellaneous,66.95,36,0,0.71,29.43,183.57,171.8
Cranex,522001,,Engineering,91.95,55.17,0,0.73,27.43,279.96,171.86
Wealth First Por,,WEALTH,Finance & Investments,822.7,876.55,0.36,0.84,16.17,187.61,172.08
Volt.Transform.,532757,VOLTAMP,Electric Equipment,11520.05,11654.96,0.36,0.92,7.84,197.21,172.32
Samor Reality,543376,,Construction,103,221.44,0,0.74,25.67,255.17,172.37
Time Technoplast,532856,TIMETECHNO,Plastics Products,275.55,6253.07,0.47,0.92,8.15,182.33,172.6
Innovative Tyres,,INNOVATIVE,Tyres,6.6,11.87,0,0.64,35.61,214.29,172.92
Modern Shares,509760,,Finance & Investments,46.23,13.56,0,0.86,14.39,208.2,173.01
Hitachi Energy,543187,POWERINDIA,Electric Equipment,10700.1,45348.82,0.03,0.86,13.57,180.71,173.09
Munoth Commun.,511401,,Trading,11.99,11.57,0,0.77,23.14,147.22,173.16
W H Brady,501391,,Trading,693.85,176.91,0,0.93,7.36,168.1,173.36
Everlon Fin.,514358,,Finance & Investments,95,58.9,0,0.91,9.1,213.22,173.67
Aryan Share,542176,,Finance & Investments,22.37,6.71,0,0.73,26.66,154.49,173.75
Ashapura Minech.,527001,ASHAPURMIN,Mining / Minerals / Metals,354.65,3244.55,0,0.73,26.61,204.68,174.62
Hubtown,532799,HUBTOWN,Construction,124.85,998,0,0.73,27.41,213.69,174.62
Adani Power,533096,ADANIPOWER,Power Generation And Supply,756.65,291835.31,0,0.96,4.45,227.63,174.8
Artson Engg.,522134,,Engineering - Turnkey Services,185,683.02,0,0.85,15.18,174.68,175.79
Switching Tech.,517201,,Electric Equipment,79.9,19.58,0,0.82,18.47,160.69,175.83
J Taparia Proj,538539,,Miscellaneous,28.82,46.69,0,0.37,62.98,170.61,176.06
Jaykay Enter.,500306,,Miscellaneous,122.65,717.01,0,0.73,27.43,193.42,176.63
Bharat Bijlee,503960,BBL,Electric Equipment,4320.45,4883.47,0.47,0.89,10.92,192.34,177.42
Electronics Mart,543626,EMIL,Trading,199.65,7681.55,0,0.82,18.36,170.53,177.58
Ishan Internat.,,ISHAN,Engineering,2.15,46.49,0,0.35,64.75,175.64,177.78
Bharat Dynamics,541143,BDL,Engineering,1557.25,57082.94,0.29,0.94,6.13,246.06,178.54
Mangalam Cement,502157,MANGLMCEM,Cement - North India,852,2342.79,0.18,0.92,8.49,207.58,179.01
One Global Serv,514330,,Healthcare,98.49,69.93,0,0.95,5.5,249.26,179.08
NMS Global,522289,,Miscellaneous,59.85,18.02,0,0.61,38.6,209.3,179.13
Olatech Solution,543578,,Computers - Software - Medium / Small,147,63.64,0,0.71,29.31,,179.28
Bright Outdoor,543831,,Miscellaneous,478,695.43,0,0.84,16.43,189.7,179.53
Colab Cloud,542866,,Finance & Investments,15.05,153.51,0,0.68,32.3,316.9,179.6
Softrak Venture,531529,,Finance & Investments,15.67,70.64,0,0.86,13.66,213.4,180.35
Shyamkamal Inv,505515,,Finance & Investments,10.05,10.19,0,0.72,27.85,203.63,180.82
Healthy Life,543546,,Trading,18.14,39.94,0,1,0,422.77,180.98
Hindcon Chemical,,HINDCON,Chemicals,49.85,255.19,0.2,0.72,28.48,186.33,181.16
Cochin Malabar,508571,,Miscellaneous,177.25,31.37,0,1,0,209.88,181.42
Bangalore Fort,539120,,Trading,45.83,21.99,0,0.73,27.37,244.59,181.61
MSP Steel & Pow.,532650,MSPL,Steel - Medium / Small,24.2,932.7,0,0.72,27.54,189.82,181.98
Dhanuka Realty,,DRL,Construction,26.65,20.63,0,0.92,7.94,267.59,182.01
Magellanic Cloud,538891,,Computers - Software - Medium / Small,601.9,7034.91,0.02,0.9,10.44,178.59,182.12
Schneider Elect.,534139,SCHNEIDER,Electric Equipment,685,16378.37,0,0.72,28.28,195.32,182.35
STEL Holdings,533316,STEL,Finance & Investments,402.05,742.16,0,0.98,2.2,197.59,182.72
USG Tech,532402,,Computers - Software - Medium / Small,9.78,38.53,0,0.85,14.96,214.47,182.79
Chart.Logistics,531977,,Miscellaneous,11.93,118.52,0,0.95,4.86,190.98,183.13
Ceinsys Tech,538734,,Computers - Software - Medium / Small,462.4,755.5,0.44,0.66,33.85,186.94,183.37
Oswal Yarns,514460,,Trading,19.22,7.7,0,0.76,24.36,269.62,184.2
MSTC,542597,MSTCLTD,Trading,898.55,6325.82,1.73,0.77,22.87,197.83,185
V-Marc India,,VMARCIND,Cables - Power,176.3,401.7,0,0.8,19.75,198.31,185.35
BEML Ltd,500048,BEML,Engineering,4391.9,18287.8,0.23,0.92,7.95,195.94,185.47
MRP Agro,543262,,Trading,91,91.32,0,0.92,8.41,196.22,185.67
Guj. Lease Fin.,500174,GLFL,Finance & Investments,8,21.7,0,0.67,32.77,206.51,185.96
Tavernier Res.,531190,,Trading,30.75,18.39,0,1,0,302.49,186.31
ITI,523610,ITI,Telecommunications - Equipment,297.05,28543.12,0,0.77,22.71,182.9,186.81
Arvind Ltd,500101,ARVIND,Textiles - Cotton/Blended,378.4,9900.02,0.98,0.97,2.97,207.64,187.32
Apar Inds.,532259,APARINDS,Electric Equipment,7861.95,31580.14,0.51,0.94,6.39,194.23,187.92
Tata Inv.Corpn.,501301,TATAINVEST,Finance & Investments,6430.75,32536.58,0.74,0.66,34.09,188.37,188.38
Nitiraj Engineer,,NITIRAJ,Electronics - Components,222.55,228.14,0,0.93,6.9,197.33,188.46
JSL Industries,504080,,Electric Equipment,1200,140.86,0,0.88,12.21,224.32,188.81
Guj. Terce Labs.,524314,,Pharmaceuticals - Indian - Formulations,58.4,43.33,0,0.82,17.64,250.75,188.86
WSFX Global,511147,,Finance & Investments,108.25,128.39,0,0.74,26.08,209.11,189.21
Suyog Telematics,537259,,Transmisson Line Towers / Equipment,1098,1170.7,0.05,0.8,19.56,232.73,189.74
Lokesh Mach.,532740,LOKESHMACH,Engineering,408.3,755.22,0,0.86,14.18,185.52,190.04
Sanjiv.Parant.,531569,,Pharmaceuticals - Indian - Formulations,183,213.78,0,0.89,10.71,207.46,190.34
Adline Chem Lab,524604,,Pharmaceuticals - Indian - Formulations,18.12,10.6,0,0.63,37.45,176.64,190.38
Saraswati Commer,512020,,Finance & Investments,7572.25,779.88,0,0.9,10.14,236.34,190.79
Novateor Resear.,542771,,Personal Care - Indian,50.9,24.61,0,1,0,155.78,190.86
N D Metal Inds.,512024,,Mining / Minerals / Metals,109.25,27.09,0,0.87,12.6,201.8,190.95
First Custodian,511122,,Finance & Investments,90.02,13.5,1.11,1,0,191.14,191.14
MPF Systems,532470,,Engineering,34.56,0.59,0,1,0,177.37,191.15
DCM Shriram Inds,523369,DCMSRIND,Sugar,215.05,1870.7,0.93,0.91,8.66,200.56,191.25
Hemadri Cements,502133,,Cement - South India,101.85,67.93,0,0.65,35.37,181.66,191.38
Saumya Cons,539218,,Finance & Investments,232,160.24,0,0.91,8.84,248.71,192.56
Welspun Enterp,532553,WELENT,Construction,451.85,6254.21,0.23,0.84,16.32,191.52,193.74
Monotype India,505343,,Finance & Investments,0.98,68.9,0,0.92,7.55,415.79,193.75
Polytex India,512481,,Finance & Investments,9.61,12.97,0,1,0,265.4,193.88
U P Hotels,509960,,Hotels,1791.6,967.47,0,0.9,10.38,221.88,193.88
Jyoti Structures,513250,JYOTISTRUC,Transmisson Line Towers / Equipment,25.37,2149.71,0,0.75,25.45,292.12,194.05
ATV Projects,500028,,Engineering,24.8,131.75,0,0.84,15.9,198.8,194.16
Rose Merc.,512115,,Trading,138.05,60.25,0,0.7,30.19,190.63,194.52
Kilburn Engg.,522101,,Engineering,403.05,1685.6,0.24,0.92,8.35,230.37,194.78
Marvel Decor,,MDL,Textiles - Products,109.45,186.5,0,0.85,15.16,277.41,195.38
MPIL Corporation,500450,,Miscellaneous,711.8,40.57,0.17,0.56,43.69,227.19,195.56
Bhilwara Spinner,514272,,Textiles - Cotton/Blended,117.55,106.41,0,0.74,26.49,205.32,196.62
Josts Engg. Co.,505750,,Engineering,911,445.42,0.16,0.8,20.14,181.69,197.08
Kirloskar Oil,533293,KIRLOSENG,Engines,1244.6,18046.4,0.42,0.9,9.77,225.73,197.3
Trent,500251,TRENT,Trading,4551.55,161801.97,0.07,0.95,5.16,191.78,197.71
Kesoram Inds.,502937,KESORAMIND,Cement - North India,179.9,5589.24,0,0.95,5.17,197.85,198
Conart Engineers,522231,,Construction,138.7,43.56,0,1,0,307.94,198.04
Pee Cee Cosma,524136,,Detergents / Intermediates,429,113.7,0.47,0.82,18.4,202.01,198.23
Dredging Corpn.,523618,DREDGECORP,Miscellaneous,889.6,2490.88,0,0.85,15.27,183.13,198.71
Aartech Solonics,542580,AARTECH,Electric Equipment,197.3,208.63,0.25,0.75,25.38,203.54,198.94
ANI Integrated,,AISL,Miscellaneous,159,154.03,0,1,0,226.82,199.15
Sabrimala Indus.,540132,,Trading,12.47,10.86,0,0.79,20.62,179.6,199.29
Alfa Transformer,517546,,Electric Equipment,88.05,80.57,0,0.7,30.32,208.95,199.33
Authum Invest,539177,AIIL,Finance & Investments,826.9,14044.45,0,0.82,18.12,210.63,199.38
Siel Fin. Serv.,532217,,Finance & Investments,33.59,38.11,0,1,0,299.88,199.73
South. Magnesium,513498,,Mining / Minerals / Metals,223.95,67.19,0,0.73,26.8,185.54,200.52
Sundaram Fin.Hol,,SUNDARMHLD,Finance & Investments,278.15,6177.83,2.06,0.93,7.28,215.54,200.6
Action Const.Eq.,532762,ACE,Engineering,1429.2,17019.32,0.07,0.84,15.68,216.3,200.8
National Plastic,531287,,Plastics Products,405,246.25,0.24,0.77,23.34,226.48,201.38
Veljan Denison,505232,,Engineering,1833.15,824.93,0.35,0.87,12.71,195.67,201.43
Peninsula Land,503031,PENINLAND,Construction,58.6,1809,0,0.8,19.67,185.85,201.53
Danlaw Tech.,532329,,Electronics - Components,1719,837.23,0,0.74,25.58,211.27,202.14
Mena Mani Inds.,531127,,Trading,9.3,93.32,0,0.72,28.46,203.92,202.36
Elixir Capital,531278,,Finance & Investments,123.2,71.46,1,0.89,11.4,224.21,202.71
IRIS Business,540735,IRIS,Computers - Software - Medium / Small,236.95,458.77,0,0.87,12.66,224.37,203.15
Mid East Port.,526251,,Finance & Investments,10.32,5.19,0,0.88,12.17,232.9,203.53
Sky Gold,541967,SKYGOLD,Diamond Cutting / Jewellery,1180,1561.96,0.16,0.84,15.59,377.73,203.76
Madhuveer Com,531910,,Miscellaneous,95,90.07,0,0.81,18.85,260.81,204.1
MOIL,533286,MOIL,Mining / Minerals / Metals,501,10194.61,0.72,0.9,9.9,218.2,204.18
India Finsec,535667,,Finance & Investments,107.5,268.12,0,0.95,4.76,311.4,204.49
Unique Organics,530997,,Trading,101.95,60.66,0,0.68,31.87,221.61,205.96
Wanbury,524212,WANBURY,Pharmaceuticals - Indian - Bulk Drugs & Formln,148.7,486.94,0,0.83,17.09,222.21,205.97
Taneja Aerospace,522229,,Miscellaneous,419,1068.46,0.89,0.81,19.42,208.54,206.19
Spel Semiconduct,517166,,Electronics - Components,122.65,565.66,0,0.79,20.69,201.72,206.9
TVS Holdings,520056,TVSHLTD,Finance & Investments,11500,23266.9,0.83,0.95,5.47,229.95,207.2
Nidhi Granites,512103,,Finance & Investments,112,89.6,0,0.72,28.48,282.91,208.65
Ecoplast,526703,,Packaging,362,108.6,0.43,0.91,9.48,229.09,208.89
Lactose (India),524202,,Pharmaceuticals - Indian - Bulk Drugs,149,187.59,0,0.86,14.2,270.65,209.1
Garden Reach Sh.,542011,GRSE,Miscellaneous,1369.3,15685.62,0.57,0.9,10.06,199.14,209.22
Quick Heal Tech,539678,QUICKHEAL,Computers - Software - Medium / Small,445,2381.49,0.56,0.74,25.83,211.52,209.67
Lagnam Spintex,,LAGNAM,Textiles - Products,128.5,227.05,0,0.79,21.29,217.28,210.01
Suyog Gurbaxani,543391,,Construction,142.95,355.4,0,0.72,27.8,217.67,210.42
Dolat Algotech,505526,DOLATALGO,Finance & Investments,135.7,2388.32,0.18,0.8,20.13,216.32,211.89
CDG Petchem,534796,,Trading,43.7,13.46,0,0.86,14.46,242.75,212.14
Kavveri Telecom,590041,KAVVERITEL,Telecommunications - Equipment,15.44,31.07,0,0.73,26.82,205.74,212.37
Key Corp,507948,,Finance & Investments,176,105.6,0,1,0.11,233.65,212.53
Apollo Micro Sys,540879,APOLLO,Electronics - Components,106.35,3002.94,0.02,0.66,34.25,212.33,212.92
Agarwal Fortune,530765,,Trading,24.6,8.63,0,0.55,44.9,212.98,212.98
PTC Industries,539006,PTCIL,Castings & Forgings,8360,12072.52,0,0.88,12.37,236.67,213.43
Indra Industries,539175,,Fertilizers,13.41,8.69,0,0.87,13.09,393.01,213.84
Remi Edelstahl,513043,,Steel - Medium / Small,100,109.85,0,0.87,12.97,230.58,213.86
TV Vision,540083,TVVISION,Entertainment / Electronic Media Software,7.4,28.67,0,0.95,5.49,270,213.95
Sanathnagar Ent.,509423,,Construction,73.21,23.06,0,1,0,381.33,214.14
Vintage Coffee,538920,,Tea,60.5,633.46,0.08,0.87,12.82,248.7,215.17
Prestige Estates,533274,PRESTIGE,Construction,1600,64137.89,0.1,0.95,4.53,227.87,215.51
Evantra Ventures,512099,,Trading,963.9,175.37,0,1,0,215.77,215.77
Techno Elec.Engg,542141,TECHNOE,Engineering - Turnkey Services,1421.3,15295.84,0.4,0.98,1.83,311.02,216.01
BN Holdings,526125,,Trading,146.25,144.76,0,0.63,37.26,200.55,216.28
Wockhardt,532300,WOCKPHARMA,Pharmaceuticals - Indian - Bulk Drugs & Formln,529,8114.9,0,0.84,16.03,216.48,217.11
Hindustan Copper,513599,HINDCOPPER,Mining / Minerals / Metals,355.8,34406.72,0.26,0.86,14.43,217.68,217.56
NBCC,534309,NBCC,Miscellaneous,142.3,25614,0.39,0.8,19.54,273.49,217.94
Shukra Bullions,531506,,Diamond Cutting / Jewellery,19.95,10.02,0,0.53,47.08,249.39,217.97
Essar Shipping,533704,ESSARSHPNG,Shipping,30.13,623.63,0,0.77,22.78,237.78,218.09
Wagend Infra,503675,,Finance & Investments,2.2,10.37,0,1,0,260.66,218.18
M R P L,500109,MRPL,Refineries,203.15,35604.1,0.48,0.7,29.77,217.03,218.75
JP Power Ven.,532627,JPPOWER,Power Generation And Supply,19.26,13199.8,0,0.8,19.75,229.23,219.17
Nila Spaces,542231,NILASPACES,Construction,7.98,314.33,0,0.72,28.43,231.12,219.23
Bhilwara Tech,533108,,Textiles - Products,44.24,258.26,0,0.86,14.43,223.63,219.75
Delta Industrial,539596,,Trading,63.95,34.49,0,0.96,3.91,414.48,219.85
TARC Ltd,543249,TARC,Construction,169.7,5007.77,0,0.89,10.92,226.35,219.88
Nag. Agri Tech.,531832,,Miscellaneous,17.78,16.65,0,0.9,9.79,289.91,220
Thomas Cook (I),500413,THOMASCOOK,Travel Agencies,208.95,9832.96,0.19,0.92,8.42,225.47,220.4
Global Vectra,532773,GLOBALVECT,Transport - Airlines,184.25,257.95,0,0.78,22.26,214.69,220.41
Eimco Elecon(I),523708,EIMCOELECO,Engineering,1896,1094.02,0.26,0.78,21.98,234.92,221.8
Sunshine Capital,539574,,Finance & Investments,3.18,331.23,0,0.77,23,622.73,222.55
Vertoz Advertis.,,VERTOZ,Computers - Software - Medium / Small,722.9,3059.48,0,0.8,20.12,231.61,222.71
Spectrum Electr.,,SPECTRUM,Electric Equipment,1644.25,2566.11,0.06,0.87,13.37,238.32,222.84
Hind.Aeronautics,541154,HAL,Engineering,4977.85,332906.24,0.55,0.93,7.44,222.81,223.05
Rail Vikas,542649,RVNL,Construction,381.6,79564.34,0.57,0.95,4.58,229.53,223.17
Bothra Metals,535279,,Aluminium and Aluminium Products,10.99,20.35,0,0.62,38.26,248.89,223.24
Apis India,506166,,Food - Processing - Indian,219.8,121.11,0,1,0,209.75,225.2
Inter Globe Fin,511391,,Finance & Investments,88.87,60.6,0,1,0,347.48,225.54
Harmony Capital,530055,,Finance & Investments,45.15,13.55,0,0.62,38.49,242.05,225.76
Mercury EV-Tech,531357,,Automobiles - Passenger Cars,70.09,1230.39,0,0.49,51.26,234.4,226.17
Ircon Intl.,541956,IRCON,Construction,269.6,25356.43,1.13,0.89,10.57,241.27,226.89
Evans Electric,542668,,Miscellaneous,306.95,84.23,0.65,0.77,23.47,228.82,228.02
Geetanjali Cred.,539486,,Finance & Investments,5.25,2.32,0,0.9,10.41,245.39,228.12
Shukra Pharma.,524632,,Pharmaceuticals - Indian - Formulations,100.85,441.6,0.12,0.84,16.4,393.64,228.65
Bacil Pharma,524516,,Pharmaceuticals - Indian - Bulk Drugs,26.78,15.78,0,1,0,472.22,229.16
Ansal Housing,507828,,Construction,14.34,99.86,0,0.63,36.88,308.55,229.16
Genus Power,530343,GENUSPOWER,Electronics - Components,316.8,9622.94,0.25,0.92,7.89,247.33,230.79
IIFL Securities,542773,IIFLSEC,Finance & Investments,193.1,5944.83,1.54,0.94,6.33,235.83,231.61
Sobha,532784,SOBHA,Construction,1880,17831.01,0.16,0.9,10.21,260.53,234.5
Shah Foods,519031,,Food - Processing - Indian,245,14.7,0,0.92,8.5,219.09,235.02
Electrost.Cast.,500128,ELECTCAST,Castings & Forgings,161,9573.1,0.57,0.77,22.6,242.92,235.18
Texmaco Rail,533326,TEXRAIL,Engineering,198.65,7935.32,0.08,0.86,14.34,239.75,236.25
Betex India,512477,,Textiles - Processing,236.15,35.42,0,0.67,33.19,191.08,236.97
Tatia Global,521228,,Construction,3.96,60.05,0,0.52,48.24,253.57,237.39
CNI Research,512018,,Finance & Investments,7.43,85.3,0,1,0,291.05,237.5
Omnitex Industri,514324,,Trading,168.25,70.66,0,0.88,12.21,237.65,237.65
Frontier Springs,522195,,Auto Ancillaries,1488.35,586.42,0.07,1,0,285.08,237.74
Servoteach Inds.,531944,,Engineering - Turnkey Services,19.06,7.49,0,0.57,43.26,256.93,240.07
MILGREY FIN.&INV,511018,,Finance & Investments,68.9,148.42,0,0.71,28.66,368.39,240.6
Power Fin.Corpn.,532810,PFC,Finance - Term-Lending Institutions,492.7,162596,2.18,0.94,6.06,235.9,241.46
Royal Cush. Vin.,526193,,Plastics Products,39.39,144.12,0,0.92,7.82,353.8,242.02
Arih.Found.Hsg.,531381,,Construction,137.15,117.95,0,0.87,12.53,254.39,243.65
Kritika Wires,,KRITIKA,Steel - Medium / Small,20.6,548.54,0,0.84,15.92,312,243.65
Railtel Corpn.,543265,RAILTEL,Telecommunications - Service Provider,413.2,13260.99,0.62,0.84,15.92,252.26,243.73
Remus Pharma.,,REMUS,Pharmaceuticals - Indian - Bulk Drugs & Formln,7430.9,1094.57,0.08,0.85,15.05,249.69,246.22
TRF,505854,TRF,Engineering,555.15,610.67,0,0.83,17.14,241.63,247.09
NDA Securities,511535,,Finance & Investments,51.45,30.61,0,0.58,42.38,361.02,247.27
Bombay Wire,504648,,Steel - Medium / Small,89.75,47.92,0,1,0,315.51,248.33
Arham Tech,,ARHAM,Electronics - Consumer,135.55,229.35,0,0.72,27.9,279.9,249.26
Valiant Commun.,526775,,Telecommunications - Equipment,606,462.27,0,0.97,2.88,290.72,250.51
Uravi T & Wedge,543930,URAVI,Auto Ancillaries,547.9,602.7,0,0.9,10.35,255.78,250.58
Solex Energy,,SOLEX,Electric Equipment,1560.15,1248.12,0.01,0.95,4.87,303.14,252.47
Ahm. Steelcraft,522273,,Trading,70.96,29.02,0,1,0,300,254.05
Kalyan Jewellers,543278,KALYANKJIL,Diamond Cutting / Jewellery,390,40193.92,0.13,0.87,13.28,259.28,254.05
B H E L,500103,BHEL,Electric Equipment,298.95,104096.3,0.14,0.93,7.3,264.57,254.57
Intl. Combustion,505737,,Engineering,1732.45,414.07,0.17,0.75,24.68,256.47,254.91
Le Lavoir,539814,,Miscellaneous,235,76.14,0,0.89,11.07,303.78,255.02
Motil.Oswal.Fin.,532892,MOTILALOFS,Finance & Investments,2224.9,33152.57,0.62,0.83,16.92,250.38,255.27
Star Delta Trans,539255,,Electric Equipment,1004.7,301.43,0,0.73,26.93,327.35,256.65
Transwind Infra.,,TRANSWIND,Engineering - Turnkey Services,23.75,15.89,0,0.6,40.48,244.2,259.85
Vikalp Securitie,531334,,Finance & Investments,47.17,14.39,0,1,0,493.33,260.2
The Hi-Tech Gear,522073,HITECHGEAR,Auto Ancillaries,956,1795.2,0.25,0.75,25.34,241.43,260.23
Lloyds Enterpris,512463,,Trading,32.27,4105.16,0.32,0.68,32.42,270.49,260.38
Manaksia Coated,539046,MANAKCOAT,Steel - Medium / Small,63,467.91,0.05,0.97,3,320,261.05
Sarveshwar Foods,543688,SARVESHWAR,Food - Processing - Indian,8.88,869.17,0,0.56,43.55,305.48,261.22
Rollatainers,502448,ROLLT,Packaging,4.6,115.06,0,1,0,441.18,261.9
Maagh Advertisin,543624,,Miscellaneous,11.51,258.99,0,0.6,39.74,413.84,262.05
Tantia Constr.,532738,TCLCONS,Construction,38.25,592.89,0,0.78,22.22,250.92,262.98
Winsome Brew.,526471,,Miscellaneous,36.19,100.14,0,0.85,14.83,273.09,263.74
Gayatri Sugars,532183,,Sugar,18.42,119.35,0,0.63,37.37,256.29,264.22
Rolta India,500366,ROLTA,Computers - Software - Medium / Small,5.65,93.73,0,0.76,24.16,253.13,264.52
Paras Petrofils,521246,PARASPETRO,Textiles - Manmade,3.11,103.94,0,0.77,23.4,314.67,264.71
Chemtech Indust.,537326,,Engineering,151.3,221.47,0,0.84,16.41,388.06,266.98
Shree Tirupati,,TIRUPATI,Packaging,515,521.7,0,0.94,6.36,415.52,267.86
Rishi Laser,526861,,Engineering,102.08,93.82,0,0.85,15.04,259.44,268.36
Swelect Energy,532051,SWELECTES,Electric Equipment,1250,1894.83,0.1,0.82,18.11,298.09,268.37
Daikaffil Chem,530825,,Dyes And Pigments,92.85,55.71,0,0.79,20.54,336.74,269.31
SP Refractories,,SPRL,Refractories / Intermediates,327.8,58.66,0,0.99,0.76,309.75,269.77
Avantel,532406,,Telecommunications - Equipment,121.75,2961.78,0.16,0.87,13.04,272.67,269.86
RDB Realty,533285,,Construction,158.4,273.71,0,0.83,16.59,266.58,270.28
Simplex Infra,523838,SIMPLEXINF,Construction,123,702.86,0,0.81,18.81,313.45,272.58
